Order ID,Assigned Plant,Origin Port,Assigned Carrier,Manufacturing Day,Total Cost ($)
1447205706,PLANT03,PORT04,V444_4,Day 4,463.89
1447205707,PLANT03,PORT04,V444_1,Day 4,441.16
1447205708,PLANT03,PORT04,V444_4,Day 4,484.83
1447205709,PLANT03,PORT04,V444_1,Day 4,492.44
1447205712,PLANT03,PORT04,V444_4,Day 4,464.41
1447205713,PLANT03,PORT04,V444_1,Day 4,464.97
1447205714,PLANT03,PORT04,V444_1,Day 4,436.51
1447205749,PLANT03,PORT04,V444_0,Day 4,441.74
1447205759,PLANT03,PORT04,V444_0,Day 4,457.78
1447205760,PLANT03,PORT04,V444_0,Day 4,857.81
1447205761,PLANT03,PORT04,V444_8,Day 4,468.19
1447205762,PLANT03,PORT04,V444_8,Day 4,472.33
1447205763,PLANT04,PORT05,V444_5,Day 1,264.11
1447205777,PLANT03,PORT04,V444_0,Day 4,485.73
1447205896,PLANT03,PORT04,V444_0,Day 4,943.2
1447205897,PLANT03,PORT04,V444_8,Day 4,457.84
1447206003,PLANT07,PORT02,V444_5,Day 1,1549.68
1447206004,PLANT07,PORT02,V444_5,Day 1,1535.57
1447206005,PLANT07,PORT02,V444_5,Day 1,1520.34
1447206006,PLANT07,PORT02,V444_5,Day 1,708.46
1447206023,PLANT12,PORT04,V444_0,Day 1,196.32
1447206024,PLANT12,PORT04,V444_0,Day 1,206.37
1447206030,PLANT12,PORT04,V444_0,Day 1,211.01
1447206031,PLANT12,PORT04,V444_0,Day 1,225.7
1447206033,PLANT12,PORT04,V444_0,Day 1,233.43
1447206034,PLANT12,PORT04,V444_0,Day 1,268.22
1447206036,PLANT12,PORT04,V444_0,Day 1,387.21
1447206039,PLANT03,PORT04,V444_0,Day 4,570.08
1447206040,PLANT12,PORT04,V444_0,Day 1,502.38
1447206043,PLANT03,PORT04,V444_0,Day 4,702.04
1447206044,PLANT03,PORT04,V444_0,Day 4,751.21
1447206048,PLANT03,PORT04,V444_0,Day 4,519.37
1447206050,PLANT03,PORT04,V444_0,Day 4,450.54
1447206052,PLANT12,PORT04,V444_0,Day 1,216.42
1447206053,PLANT12,PORT04,V444_0,Day 1,242.71
1447206054,PLANT12,PORT04,V444_0,Day 1,245.03
1447206055,PLANT12,PORT04,V444_0,Day 1,231.88
1447206059,PLANT12,PORT04,V444_0,Day 1,417.11
1447206104,PLANT03,PORT04,V444_0,Day 4,494.01
1447206105,PLANT03,PORT04,V444_0,Day 4,723.78
1447206136,PLANT03,PORT04,V444_0,Day 4,806.58
1447206148,PLANT03,PORT04,V444_0,Day 4,460.89
1447206161,PLANT03,PORT04,V444_0,Day 4,539.03
1447206220,PLANT03,PORT04,V444_0,Day 4,535.93
1447206236,PLANT03,PORT04,V444_0,Day 4,965.97
1447206290,PLANT03,PORT04,V444_0,Day 4,2493.63
1447206311,PLANT03,PORT04,V444_0,Day 4,482.11
1447206316,PLANT03,PORT04,V444_0,Day 4,707.22
1447206320,PLANT03,PORT04,V444_0,Day 4,718.42
1447206338,PLANT03,PORT04,V444_0,Day 4,581.98
1447206339,PLANT03,PORT04,V444_0,Day 4,677.2
1447206340,PLANT03,PORT04,V444_0,Day 4,495.04
1447206341,PLANT03,PORT04,V444_0,Day 4,472.79
1447206362,PLANT03,PORT04,V444_0,Day 4,481.07
1447206367,PLANT04,PORT05,V444_5,Day 1,509.64
1447206371,PLANT04,PORT05,V444_5,Day 1,789.87
1447206385,PLANT03,PORT04,V444_0,Day 4,939.32
1447206389,PLANT03,PORT04,V444_0,Day 4,474.34
1447206390,PLANT03,PORT04,V444_0,Day 4,473.83
1447206391,PLANT04,PORT05,V444_5,Day 1,166.84
1447206392,PLANT04,PORT05,V444_5,Day 1,150.98
1447206394,PLANT03,PORT04,V444_0,Day 4,486.25
1447206403,PLANT04,PORT05,V444_5,Day 1,1000.89
1447206404,PLANT04,PORT05,V444_5,Day 1,186.98
1447206411,PLANT03,PORT04,V444_0,Day 4,477.97
1447206412,PLANT03,PORT04,V444_0,Day 4,471.24
1447206413,PLANT03,PORT04,V444_0,Day 4,474.34
1447206414,PLANT03,PORT04,V444_0,Day 4,426.22
1447206415,PLANT03,PORT04,V444_0,Day 4,451.06
1447206416,PLANT03,PORT04,V444_0,Day 4,427.77
1447206417,PLANT03,PORT04,V444_0,Day 4,432.43
1447206418,PLANT03,PORT04,V444_0,Day 4,433.98
1447206419,PLANT04,PORT05,V444_5,Day 1,555.06
1447206422,PLANT05,PORT06,V444_4,Day 1,640.69
1447206538,PLANT03,PORT04,V444_0,Day 4,694.8
1447206541,PLANT03,PORT04,V444_0,Day 4,588.71
1447206585,PLANT03,PORT04,V444_0,Day 4,1508.88
1447206586,PLANT03,PORT04,V444_0,Day 4,1472.6
1447207102,PLANT03,PORT04,V444_0,Day 4,652.88
1447207121,PLANT07,PORT02,V444_5,Day 1,1522.57
1447207156,PLANT03,PORT04,V444_0,Day 4,1374.79
1447207286,PLANT04,PORT05,V444_4,Day 1,332.67
1447207292,PLANT04,PORT05,V444_4,Day 1,328.39
1447207293,PLANT04,PORT05,V444_4,Day 1,436.87
1447207294,PLANT04,PORT05,V444_4,Day 1,251.3
1447207409,PLANT03,PORT04,V444_0,Day 4,942.68
1447207452,PLANT05,PORT06,V444_4,Day 1,127.85
1447207456,PLANT05,PORT06,V444_4,Day 1,144.45
1447207512,PLANT03,PORT04,V444_8,Day 4,2176.45
1447207537,PLANT03,PORT04,V444_0,Day 4,432.94
1447207538,PLANT03,PORT04,V444_0,Day 4,477.97
1447207539,PLANT03,PORT04,V444_0,Day 4,432.94
1447207540,PLANT03,PORT04,V444_0,Day 4,458.3
1447207541,PLANT03,PORT04,V444_0,Day 4,452.09
1447207542,PLANT03,PORT04,V444_0,Day 4,439.67
1447207592,PLANT03,PORT04,V444_0,Day 4,702.04
1447207593,PLANT03,PORT04,V444_8,Day 4,423.68
1447207596,PLANT03,PORT04,V444_0,Day 4,489.35
1447207597,PLANT03,PORT04,V444_0,Day 4,430.87
1447207598,PLANT03,PORT04,V444_0,Day 4,473.31
1447207637,PLANT12,PORT04,V444_4,Day 1,207.31
1447207645,PLANT03,PORT04,V444_0,Day 4,636.84
1447207647,PLANT03,PORT04,V444_0,Day 4,554.04
1447207649,PLANT03,PORT04,V444_0,Day 4,462.96
1447207676,PLANT03,PORT04,V444_0,Day 4,493.49
1447207678,PLANT04,PORT05,V444_5,Day 1,196.83
1447207679,PLANT04,PORT05,V444_5,Day 1,966.76
1447207726,PLANT03,PORT04,V444_0,Day 4,696.87
1447207727,PLANT03,PORT04,V444_0,Day 4,494.01
1447207728,PLANT03,PORT04,V444_0,Day 4,466.06
1447207730,PLANT03,PORT04,V444_0,Day 4,472.27
1447207733,PLANT03,PORT04,V444_0,Day 4,560.25
1447207734,PLANT03,PORT04,V444_0,Day 4,500.74
1447207800,PLANT03,PORT04,V444_8,Day 4,3535.93
1447207801,PLANT03,PORT04,V444_8,Day 4,3560.77
1447207819,PLANT03,PORT04,V444_8,Day 4,3564.91
1447208068,PLANT05,PORT06,V444_1,Day 1,287.02
1447208115,PLANT13,PORT04,V444_0,Day 1,162.14
1447208159,PLANT03,PORT04,V444_0,Day 4,621.31
1447208160,PLANT03,PORT04,V444_0,Day 4,989.26
1447208161,PLANT03,PORT04,V444_0,Day 4,1237.14
1447208162,PLANT03,PORT04,V444_0,Day 4,987.7
1447208163,PLANT03,PORT04,V444_0,Day 4,1461.73
1447208164,PLANT03,PORT04,V444_0,Day 4,510.57
1447208166,PLANT02,PORT03,V444_8,Day 3,575.53
1447208167,PLANT02,PORT03,V444_8,Day 3,399.33
1447208176,PLANT03,PORT04,V444_0,Day 4,484.69
1447208181,PLANT03,PORT04,V444_0,Day 4,1258.36
1447208184,PLANT03,PORT04,V444_0,Day 4,989.72
1447208216,PLANT05,PORT06,V444_1,Day 1,375.37
1447208234,PLANT04,PORT05,V444_5,Day 1,501.5
1447208235,PLANT04,PORT05,V444_5,Day 1,200.26
1447208238,PLANT04,PORT05,V444_5,Day 1,984.61
1447208239,PLANT04,PORT05,V444_5,Day 1,987.89
1447208244,PLANT03,PORT04,V444_0,Day 4,475.38
1447208246,PLANT04,PORT05,V444_5,Day 1,4432.01
1447208247,PLANT04,PORT05,V444_5,Day 1,177.55
1447208248,PLANT04,PORT05,V444_5,Day 1,171.12
1447208249,PLANT04,PORT05,V444_5,Day 1,173.27
1447208250,PLANT04,PORT05,V444_5,Day 1,150.13
1447208251,PLANT04,PORT05,V444_5,Day 1,165.12
1447208252,PLANT04,PORT05,V444_5,Day 1,3508.72
1447208253,PLANT04,PORT05,V444_5,Day 1,174.12
1447208254,PLANT04,PORT05,V444_5,Day 1,188.26
1447208255,PLANT04,PORT05,V444_5,Day 1,189.98
1447208256,PLANT04,PORT05,V444_5,Day 1,184.83
1447208257,PLANT04,PORT05,V444_5,Day 1,156.98
1447208339,PLANT04,PORT05,V444_5,Day 1,976.33
1447208340,PLANT04,PORT05,V444_5,Day 1,546.49
1447208341,PLANT04,PORT05,V444_5,Day 1,542.63
1447208345,PLANT03,PORT04,V444_0,Day 5,567.67
1447208346,PLANT03,PORT04,V444_0,Day 4,460.89
1447208418,PLANT03,PORT04,V444_0,Day 4,531.27
1447208419,PLANT03,PORT04,V444_0,Day 4,5051.9
1447208573,PLANT03,PORT04,V444_0,Day 4,575.77
1447208669,PLANT04,PORT05,V444_5,Day 1,390.51
1447208827,PLANT13,PORT04,V444_0,Day 1,141.47
1447208852,PLANT03,PORT04,V444_0,Day 4,618.73
1447208853,PLANT03,PORT04,V444_0,Day 4,611.48
1447208858,PLANT03,PORT04,V444_0,Day 4,620.28
1447208878,PLANT03,PORT04,V444_0,Day 4,445.88
1447208879,PLANT03,PORT04,V444_0,Day 4,451.06
1447208887,PLANT03,PORT04,V444_0,Day 4,445.36
1447208888,PLANT03,PORT04,V444_0,Day 4,449.5
1447208889,PLANT03,PORT04,V444_0,Day 4,486.76
1447208890,PLANT03,PORT04,V444_0,Day 4,488.83
1447208891,PLANT03,PORT04,V444_0,Day 4,534.37
1447208912,PLANT02,PORT03,V444_8,Day 3,398.37
1447208919,PLANT03,PORT04,V444_4,Day 4,469.58
1447209041,PLANT03,PORT04,V444_8,Day 2,7710.35
1447209042,PLANT03,PORT04,V444_8,Day 7,8520.34
1447209091,PLANT03,PORT04,V444_8,Day 4,1327.75
1447209099,PLANT03,PORT04,V444_0,Day 4,16007.98
1447209100,PLANT03,PORT04,V444_0,Day 4,23560.94
1447209202,PLANT02,PORT03,V444_8,Day 3,397.42
1447209214,PLANT04,PORT05,V444_5,Day 1,178.41
1447209215,PLANT04,PORT05,V444_5,Day 1,174.98
1447209216,PLANT04,PORT05,V444_5,Day 1,181.41
1447209217,PLANT04,PORT05,V444_5,Day 1,156.98
1447209218,PLANT04,PORT05,V444_5,Day 1,159.12
1447209353,PLANT03,PORT04,V444_8,Day 3,6581.29
1447209403,PLANT03,PORT04,V444_0,Day 4,940.61
1447209404,PLANT03,PORT04,V444_0,Day 4,949.41
1447209405,PLANT03,PORT04,V444_0,Day 4,1602.49
1447209406,PLANT03,PORT04,V444_0,Day 4,476.41
1447209432,PLANT03,PORT04,V444_0,Day 4,470.2
1447209468,PLANT03,PORT04,V444_0,Day 4,495.04
1447209472,PLANT03,PORT04,V444_0,Day 4,665.3
1447209473,PLANT03,PORT04,V444_0,Day 4,495.04
1447209474,PLANT03,PORT04,V444_0,Day 4,686.52
1447209475,PLANT03,PORT04,V444_0,Day 4,1071.02
1447209485,PLANT03,PORT04,V444_0,Day 4,703.08
1447209486,PLANT03,PORT04,V444_0,Day 4,539.55
1447209498,PLANT03,PORT04,V444_0,Day 4,464.51
1447209502,PLANT03,PORT04,V444_0,Day 4,568.42
1447209514,PLANT03,PORT04,V444_0,Day 4,851.08
1447209515,PLANT03,PORT04,V444_0,Day 4,579.91
1447209516,PLANT03,PORT04,V444_0,Day 4,644.6
1447209517,PLANT03,PORT04,V444_0,Day 4,600.1
1447209518,PLANT03,PORT04,V444_0,Day 4,852.12
1447209553,PLANT03,PORT04,V444_8,Day 6,4529.25
1447209557,PLANT05,PORT06,V444_1,Day 1,331.92
1447209560,PLANT03,PORT04,V444_0,Day 4,1074.13
1447209561,PLANT03,PORT04,V444_0,Day 4,753.16
1447209587,PLANT02,PORT03,V444_8,Day 3,393.6
1447209633,PLANT03,PORT04,V444_0,Day 4,518.33
1447209638,PLANT02,PORT03,V444_8,Day 3,393.6
1447209651,PLANT04,PORT05,V444_5,Day 1,575.08
1447209652,PLANT03,PORT04,V444_0,Day 4,10783.87
1447209653,PLANT03,PORT04,V444_0,Day 4,729.88
1447209701,PLANT02,PORT03,V444_8,Day 3,385.0
1447209741,PLANT03,PORT04,V444_0,Day 4,510.97
1447209775,PLANT02,PORT03,V444_8,Day 3,397.9
1447209786,PLANT02,PORT03,V444_8,Day 3,395.99
1447210178,PLANT03,PORT04,V444_0,Day 4,600.1
1447210179,PLANT03,PORT04,V444_0,Day 4,430.36
1447210180,PLANT03,PORT04,V444_0,Day 4,467.62
1447210181,PLANT03,PORT04,V444_0,Day 4,502.29
1447210685,PLANT03,PORT04,V444_0,Day 4,910.08
1447210815,PLANT07,PORT02,V444_5,Day 1,279.86
1447210816,PLANT07,PORT02,V444_5,Day 1,280.98
1447210908,PLANT03,PORT04,V444_0,Day 4,473.83
1447210909,PLANT03,PORT04,V444_0,Day 4,476.93
1447210927,PLANT03,PORT04,V444_0,Day 4,1466.91
1447211104,PLANT07,PORT02,V444_5,Day 1,283.95
1447211155,PLANT03,PORT04,V444_8,Day 4,447.49
1447211159,PLANT03,PORT04,V444_0,Day 4,1473.64
1447211160,PLANT03,PORT04,V444_0,Day 4,1490.71
1447211161,PLANT04,PORT05,V444_5,Day 1,990.84
1447211179,PLANT04,PORT05,V444_5,Day 1,4419.27
1447211236,PLANT03,PORT04,V444_0,Day 4,3550.36
1447211338,PLANT02,PORT03,V444_8,Day 3,357.79
1447211342,PLANT03,PORT04,V444_0,Day 4,476.41
1447211343,PLANT03,PORT04,V444_0,Day 4,648.22
1447211350,PLANT04,PORT05,V444_5,Day 1,166.41
1447211352,PLANT03,PORT04,V444_0,Day 4,947.51
1447211405,PLANT12,PORT04,V444_4,Day 1,207.34
1447211433,PLANT03,PORT04,V444_8,Day 4,455.77
1447211450,PLANT04,PORT05,V444_5,Day 1,260.68
1447211457,PLANT03,PORT04,V444_0,Day 4,467.62
1447211458,PLANT03,PORT04,V444_0,Day 4,450.02
1447211459,PLANT03,PORT04,V444_0,Day 4,441.74
1447211486,PLANT03,PORT04,V444_0,Day 4,429.32
1447211487,PLANT03,PORT04,V444_0,Day 4,474.86
1447211488,PLANT03,PORT04,V444_0,Day 4,469.17
1447211489,PLANT03,PORT04,V444_0,Day 4,443.81
1447211490,PLANT03,PORT04,V444_0,Day 4,578.36
1447211500,PLANT02,PORT03,V444_8,Day 3,369.72
1447211521,PLANT16,PORT09,V444_8,Day 1,4006.62
1447211522,PLANT16,PORT09,V444_8,Day 1,4594.08
1447211523,PLANT16,PORT09,V444_8,Day 1,8569.99
1447211551,PLANT16,PORT09,V444_5,Day 1,1708.62
1447211552,PLANT16,PORT09,V444_8,Day 1,2543.74
1447211577,PLANT12,PORT04,V444_0,Day 1,258.17
1447211822,PLANT04,PORT05,V444_5,Day 1,320.24
1447211828,PLANT16,PORT09,V444_8,Day 1,4058.46
1447211839,PLANT05,PORT06,V444_4,Day 1,1601.71
1447211843,PLANT03,PORT04,V444_0,Day 4,569.45
1447211844,PLANT03,PORT04,V444_0,Day 4,573.59
1447211845,PLANT02,PORT03,V444_8,Day 3,386.44
1447211846,PLANT02,PORT03,V444_8,Day 3,405.06
1447211847,PLANT02,PORT03,V444_8,Day 3,364.47
1447211848,PLANT02,PORT03,V444_8,Day 3,373.07
1447211849,PLANT02,PORT03,V444_8,Day 3,502.95
1447211850,PLANT02,PORT03,V444_8,Day 3,391.21
1447211851,PLANT02,PORT03,V444_8,Day 3,389.78
1447211852,PLANT02,PORT03,V444_8,Day 3,516.32
1447211858,PLANT04,PORT05,V444_5,Day 1,358.81
1447211859,PLANT03,PORT04,V444_0,Day 4,760.0
1447211860,PLANT03,PORT04,V444_0,Day 4,455.2
1447211862,PLANT03,PORT04,V444_1,Day 4,573.13
1447212018,PLANT03,PORT04,V444_0,Day 4,450.02
1447212021,PLANT03,PORT04,V444_0,Day 4,63070.02
1447212022,PLANT03,PORT04,V444_0,Day 4,16849.77
1447212023,PLANT03,PORT04,V444_0,Day 4,24618.75
1447212031,PLANT03,PORT04,V444_4,Day 4,943.51
1447212032,PLANT03,PORT04,V444_0,Day 4,3575.61
1447212033,PLANT03,PORT04,V444_4,Day 4,510.98
1447212038,PLANT03,PORT04,V444_0,Day 4,475.38
1447212502,PLANT04,PORT05,V444_5,Day 1,132.13
1447212503,PLANT04,PORT05,V444_5,Day 1,456.5
1447212524,PLANT04,PORT05,V444_5,Day 1,533.63
1447212579,PLANT03,PORT04,V444_0,Day 4,574.22
1447212589,PLANT03,PORT04,V444_0,Day 4,439.15
1447212590,PLANT03,PORT04,V444_0,Day 4,590.88
1447212592,PLANT03,PORT04,V444_0,Day 4,690.51
1447212628,PLANT03,PORT04,V444_8,Day 5,569.22
1447212629,PLANT03,PORT04,V444_0,Day 4,553.52
1447212838,PLANT02,PORT03,V444_8,Day 3,467.61
1447212839,PLANT02,PORT03,V444_8,Day 3,410.31
1447212840,PLANT02,PORT03,V444_8,Day 3,403.63
1447212841,PLANT02,PORT03,V444_8,Day 3,392.17
1447212842,PLANT02,PORT03,V444_8,Day 3,396.46
1447212843,PLANT02,PORT03,V444_8,Day 3,417.0
1447212844,PLANT02,PORT03,V444_8,Day 3,414.13
1447212846,PLANT03,PORT04,V444_0,Day 4,468.13
1447212847,PLANT02,PORT03,V444_8,Day 3,409.36
1447212848,PLANT02,PORT03,V444_8,Day 3,415.56
1447212849,PLANT02,PORT03,V444_8,Day 3,400.76
1447212850,PLANT02,PORT03,V444_8,Day 3,410.31
1447212883,PLANT05,PORT06,V444_4,Day 1,1112.62
1447213013,PLANT03,PORT04,V444_0,Day 4,1124.84
1447213173,PLANT03,PORT04,V444_0,Day 4,10550.59
1447213203,PLANT03,PORT04,V444_0,Day 4,5707.63
1447213220,PLANT03,PORT04,V444_0,Day 4,1124.84
1447213235,PLANT03,PORT04,V444_0,Day 4,1848.82
1447213259,PLANT09,PORT04,V444_8,Day 3,4784.96
1447213260,PLANT03,PORT04,V444_8,Day 4,2925.79
1447213261,PLANT03,PORT04,V444_0,Day 4,15992.73
